9-gram	*/*	9/*	9/1:9	*/1:9	*/2:10	*/3:11	*/4:12	*/5:13	*/6:14	*/7:15	*/8:16	*/9:17	*/-9:-1
DEFINITIO	77958245	0	0	77059232	0	899013	0	0	0	0	0	0	0
EFINITION	77958245	0	0	0	77059232	0	899013	0	0	0	0	0	60409187
FUNCTIONS	77392585	76050556	76050556	76050556	0	0	847096	185854	309079	0	0	0	77392585
ECHNOLOGY	76906141	0	0	0	74134226	0	0	2426691	345224	0	0	0	76906141
NCENTRATI	76456998	0	0	0	0	76320039	0	136959	0	0	0	0	0
PROCESSES	76302474	76196139	76196139	76196139	0	0	106335	0	0	0	0	0	76302474
SCIENTIFI	76287087	0	0	75314029	0	845759	127299	0	0	0	0	0	0
NTERESTIN	76109216	0	0	0	74720537	0	1388679	0	0	0	0	0	0
INTERESTI	76109216	0	0	74720537	0	1388679	0	0	0	0	0	0	0
TERESTING	76109216	0	0	0	0	74720537	0	1388679	0	0	0	0	71044083
EGULATION	76064833	0	0	0	73192133	0	2062260	137021	447866	0	225553	0	39009009
REGULATIO	76064833	0	0	73192133	0	2062260	137021	447866	0	225553	0	0	0
COMPANIES	75962269	72557544	72557544	72557544	0	3404725	0	0	0	0	0	0	75962269
DISCUSSED	75791362	75791362	75791362	75791362	0	0	0	0	0	0	0	0	75791362
SATISFACT	75675990	0	0	64545521	0	5642697	5487772	0	0	0	0	0	0
EFFICIENT	75638865	31307288	31307288	38488045	0	37150820	0	0	0	0	0	0	54978282
CONSISTEN	75578265	0	0	60006606	0	15571659	0	0	0	0	0	0	0
CIENTIFIC	75528658	0	0	0	74555600	0	845759	127299	0	0	0	0	72518636
CONFERENC	75458551	0	0	75030224	0	0	0	198631	229696	0	0	0	0
BEAUTIFUL	75170314	68637744	68637744	75170314	0	0	0	0	0	0	0	0	68637744
ROTECTION	75063580	0	0	0	74952265	0	0	0	111315	0	0	0	71113291
PROTECTIO	75063580	0	0	74952265	0	0	0	111315	0	0	0	0	0
TITUTIONS	74690641	0	0	0	0	0	67994139	6696502	0	0	0	0	74690641
SEPTEMBER	74566913	74566913	74566913	74566913	0	0	0	0	0	0	0	0	74566913
ONFERENCE	74475056	0	0	0	74475056	0	0	0	0	0	0	0	64052525
AMINATION	74435809	0	0	0	652061	65613579	246475	7186779	115488	435057	186370	0	64654839
INTELLECT	73908789	12694901	12694901	73908789	0	0	0	0	0	0	0	0	12694901
COMPETITI	73776069	0	0	72864299	0	156024	366893	388853	0	0	0	0	0
POSITIONS	73723474	42732906	42732906	42732906	0	4166110	24130521	0	718375	1975562	0	0	73723474
SENTATIVE	73702179	0	0	0	0	0	112391	0	73233533	0	356255	0	38944353
ESENTATIV	73702179	0	0	0	0	112391	0	73233533	0	356255	0	0	0
TEMPORARY	73663792	28174162	28174162	28174162	0	141231	45348399	0	0	0	0	0	73663792
LTERNATIV	73370428	0	0	0	73370428	0	0	0	0	0	0	0	0
TERNATIVE	73370428	0	0	0	0	73370428	0	0	0	0	0	0	50908630
INTERACTI	73263427	0	0	73263427	0	0	0	0	0	0	0	0	0
OTHERWISE	73189721	73189721	73189721	73189721	0	0	0	0	0	0	0	0	73189721
OMMERCIAL	73011733	0	0	0	72570124	0	0	441609	0	0	0	0	63748550
COMMERCIA	73011733	0	0	72570124	0	0	441609	0	0	0	0	0	0
REASONABL	72849172	0	0	63785483	707585	8356104	0	0	0	0	0	0	0
MENTATION	72715809	227679	227679	227679	0	2618916	10883056	20861962	27754507	10090621	0	279068	69494294
PORTUNITY	72678188	0	0	0	0	72678188	0	0	0	0	0	0	72678188
SUGGESTED	72555131	72555131	72555131	72555131	0	0	0	0	0	0	0	0	72555131
CENTRATIO	72133665	0	0	102014	0	0	71894692	0	136959	0	0	0	0
ENTRATION	72133665	0	0	0	102014	0	0	71894692	0	136959	0	0	52798043
APPROXIMA	72048571	0	0	72048571	0	0	0	0	0	0	0	0	0
PPROXIMAT	72048571	0	0	0	72048571	0	0	0	0	0	0	0	0
NTELLIGEN	71994685	0	0	0	71264460	0	437708	0	0	0	0	292517	0
INTELLIGE	71994685	0	0	71264460	0	437708	0	0	0	0	292517	0	0
STATISTIC	71844193	3273527	3273527	71732322	0	0	111871	0	0	0	0	0	3273527
EPENDENCE	71820292	0	0	0	21879312	0	45888150	0	0	3930852	121978	0	71456560
TITUTIONA	71782797	0	0	0	0	0	28638337	38911965	201769	4030726	0	0	0
ITUTIONAL	71782797	0	0	0	0	0	0	28638337	38911965	201769	4030726	0	59384997
COMPLETEL	71564845	0	0	70695291	0	869554	0	0	0	0	0	0	0
OMPLETELY	71564845	0	0	0	70695291	0	869554	0	0	0	0	0	71564845
ONTRIBUTI	71359524	0	0	0	71359524	0	0	0	0	0	0	0	0
INTERVIEW	71315921	37673067	37673067	71315921	0	0	0	0	0	0	0	0	37673067
MPOSITION	71122519	0	0	0	5625348	56993384	0	8117344	0	386443	0	0	60888396
EXPRESSED	71022486	70616426	70616426	70616426	0	406060	0	0	0	0	0	0	71022486
SPIRITUAL	70748316	59185069	59185069	70636934	0	111382	0	0	0	0	0	0	59296451
DISTINCTI	70611371	0	0	69786196	0	0	0	0	0	825175	0	0	0
SUBSEQUEN	70609070	0	0	70609070	0	0	0	0	0	0	0	0	0
UBSEQUENT	70338295	0	0	0	70338295	0	0	0	0	0	0	0	45054171
NTERPRETA	70334575	0	0	0	68352536	0	892425	1089614	0	0	0	0	0
PROFESSOR	70156405	58855941	58855941	70156405	0	0	0	0	0	0	0	0	58855941
IMPOSSIBL	70061607	0	0	70061607	0	0	0	0	0	0	0	0	0
TERPRETAT	69826852	0	0	0	0	67844813	0	892425	1089614	0	0	0	0
ERPRETATI	69826852	0	0	0	0	0	67844813	0	892425	1089614	0	0	0
EXCEPTION	69749156	35691878	35691878	69196593	0	552563	0	0	0	0	0	0	35691878
ARLIAMENT	69506935	0	0	0	69506935	0	0	0	0	0	0	0	50072826
PARLIAMEN	69506935	0	0	69506935	0	0	0	0	0	0	0	0	0
MPOSSIBLE	69416389	0	0	0	69416389	0	0	0	0	0	0	0	69416389
DIMENSION	69223938	19240208	19240208	65959037	0	0	978578	0	2286323	0	0	0	19240208
INSTITUTE	69164815	56291636	56291636	69164815	0	0	0	0	0	0	0	0	56291636
HILOSOPHY	68932185	0	0	0	68932185	0	0	0	0	0	0	0	68932185
TECHNICAL	68917400	60608738	60608738	67783442	0	0	751336	125825	141723	0	115074	0	61742696
PUBLICATI	68890285	0	0	68582307	0	307978	0	0	0	0	0	0	0
UBLICATIO	68890285	0	0	0	68582307	0	307978	0	0	0	0	0	0
BLICATION	68890285	0	0	0	0	68582307	0	307978	0	0	0	0	41639026
ENCOURAGE	68854762	24368939	24368939	68854762	0	0	0	0	0	0	0	0	24368939
ELATIVELY	68593730	0	0	0	68593730	0	0	0	0	0	0	0	68593730
RELATIVEL	68593730	0	0	68593730	0	0	0	0	0	0	0	0	0
NSIBILITY	68524183	0	0	0	0	5704799	0	946054	60772473	0	794687	154494	68524183
PERATIONS	68494352	0	0	0	68494352	0	0	0	0	0	0	0	68494352
LLUSTRATE	68459220	0	0	0	68459220	0	0	0	0	0	0	0	19148293
RANGEMENT	68401254	0	0	0	0	64952348	1260583	2188323	0	0	0	0	39403065
PRETATION	68310723	0	0	0	0	0	0	0	66328684	0	892425	1089614	55833246
RPRETATIO	68310723	0	0	0	0	0	0	66328684	0	892425	1089614	0	0
FOUNDATIO	67688802	0	0	67688802	0	0	0	0	0	0	0	0	0
OUNDATION	67688802	0	0	0	67688802	0	0	0	0	0	0	0	49398640
SUBSTANCE	67685953	43655267	43655267	67685953	0	0	0	0	0	0	0	0	43655267
SECRETARY	67582428	66502317	66502317	67072448	0	0	0	0	509980	0	0	0	67012297
NUFACTURE	67322348	0	0	0	0	67322348	0	0	0	0	0	0	19093612
ESISTANCE	67208990	0	0	0	66975482	0	0	120536	0	0	0	112972	65225304
RESISTANC	67208990	0	0	66975482	0	0	120536	0	0	0	112972	0	0
IMPLEMENT	66969240	12590030	12590030	66842780	126460	0	0	0	0	0	0	0	12716490
FORTUNATE	66612584	10870976	10870976	23051804	0	43560780	0	0	0	0	0	0	25479267
CALIFORNI	66346950	0	0	66346950	0	0	0	0	0	0	0	0	0
VESTIGATI	66288188	0	0	0	0	66288188	0	0	0	0	0	0	0
SUBSTANTI	66237968	0	0	64422624	0	1112483	119617	583244	0	0	0	0	0
EXAMINATI	66173111	0	0	65412984	0	573757	0	0	186370	0	0	0	0
XAMINATIO	66173111	0	0	0	65412984	0	573757	0	0	186370	0	0	0
ALIFORNIA	66149779	0	0	0	66149779	0	0	0	0	0	0	0	64701169
IOLOGICAL	65833676	0	0	0	31197258	843043	11772060	16250526	160828	3700821	146974	0	61943736
ARRANGEME	65746568	0	0	63558245	0	2188323	0	0	0	0	0	0	0
RRANGEMEN	65746568	0	0	0	63558245	0	2188323	0	0	0	0	0	0
EQUIPMENT	65724742	64858025	64858025	65724742	0	0	0	0	0	0	0	0	64858025
SSIBILITY	65705413	0	0	0	0	54751196	0	9441030	140000	1239526	133661	0	65705413
TERISTICS	65577627	0	0	0	0	0	0	0	0	65577627	0	0	65577627
VALUATION	65522398	7995228	7995228	9180393	52320322	3172418	487960	228870	132435	0	0	0	58555837
EPRESENTE	65487538	0	0	0	63517694	0	360444	879682	261848	467870	0	0	0
SEQUENTLY	65440834	0	0	0	0	0	65440834	0	0	0	0	0	65440834
OMPARISON	65371311	0	0	0	65371311	0	0	0	0	0	0	0	53871977
COMPARISO	65371311	0	0	65371311	0	0	0	0	0	0	0	0	0
COMPOSITI	65220180	0	0	57102836	0	8117344	0	0	0	0	0	0	0
LEGISLATI	65214493	0	0	65214493	0	0	0	0	0	0	0	0	0
MONSTRATE	65213119	0	0	0	0	65213119	0	0	0	0	0	0	22614234
OMPOSITIO	65110728	0	0	0	56993384	0	8117344	0	0	0	0	0	0
ESPECTIVE	65090522	0	0	0	60080717	0	5009805	0	0	0	0	0	25537835
RESPECTIV	65090522	0	0	60080717	0	5009805	0	0	0	0	0	0	0
CHALLENGE	64905319	34831214	34831214	63602569	0	1302750	0	0	0	0	0	0	34831214
TERMINATI	64727206	0	0	15333075	0	48743872	0	118553	119220	412486	0	0	0
PROPERTIE	64525178	0	0	64525178	0	0	0	0	0	0	0	0	0
VARIATION	64321223	34834788	34834788	64120752	0	200471	0	0	0	0	0	0	35035259
HOLOGICAL	64235221	0	0	0	0	178953	9183419	52517891	251105	0	270669	381413	59542256
FUNDAMENT	64096897	131405	131405	64096897	0	0	0	0	0	0	0	0	131405
NDAMENTAL	64081295	0	0	0	0	64081295	0	0	0	0	0	0	48892606
ROPERTIES	64066475	0	0	0	64066475	0	0	0	0	0	0	0	64066475
UNDAMENTA	63965492	0	0	0	63965492	0	0	0	0	0	0	0	0
COMBINATI	63846988	0	0	60749485	0	3097503	0	0	0	0	0	0	0
MBINATION	63846988	0	0	0	0	60749485	0	3097503	0	0	0	0	48743506
OMBINATIO	63846988	0	0	0	60749485	0	3097503	0	0	0	0	0	0
ESPONSIBL	63834528	0	0	0	60852802	0	2981726	0	0	0	0	0	0
SYCHOLOGI	63750225	0	0	0	62363937	0	0	0	0	1386288	0	0	0
ERMINATIO	63486375	0	0	0	15127668	0	47708448	0	118553	119220	412486	0	0
RMINATION	63486375	0	0	0	0	15127668	0	47708448	0	118553	119220	412486	58086758
CORPORATE	63186406	33480974	33480974	33584744	0	28870631	0	731031	0	0	0	0	40920594
UNDERSTOO	63127096	0	0	59601763	0	0	3525333	0	0	0	0	0	0
NDERSTOOD	63127096	0	0	0	59601763	0	0	3525333	0	0	0	0	63127096
UNIVERSAL	63124507	46292754	46292754	63124507	0	0	0	0	0	0	0	0	46292754
SPONSIBLE	63034627	0	0	0	0	60225845	0	2808782	0	0	0	0	63034627
DUCATIONA	62895898	0	0	0	62331896	0	361079	0	0	0	202923	0	0
UCATIONAL	62895898	0	0	0	0	62331896	0	361079	0	0	0	202923	62011637
DETERMINA	62702669	0	0	58528765	0	3642198	119220	412486	0	0	0	0	0
MPRESSION	62571729	0	0	0	48483519	12934795	0	1153415	0	0	0	0	47179000
NTRIBUTIO	62523501	0	0	0	0	62523501	0	0	0	0	0	0	0
NTRODUCED	62348821	0	0	0	61710748	0	638073	0	0	0	0	0	62348821
MECHANISM	62228177	36170503	36170503	62228177	0	0	0	0	0	0	0	0	36170503
NTERACTIO	62111265	0	0	0	61926073	0	185192	0	0	0	0	0	0
TERACTION	62111265	0	0	0	0	61926073	0	185192	0	0	0	0	39784826
ARCHITECT	61887650	11148493	11148493	61887650	0	0	0	0	0	0	0	0	11148493
CONCERNIN	61467271	0	0	61467271	0	0	0	0	0	0	0	0	0
ONCERNING	61467271	0	0	0	61467271	0	0	0	0	0	0	0	61467271
CONSERVAT	61126725	0	0	60821591	0	0	305134	0	0	0	0	0	0
ICULTURAL	60888229	0	0	0	430239	0	54472688	5505784	0	479518	0	0	58903210
UIREMENTS	60612348	0	0	0	0	0	60612348	0	0	0	0	0	60612348
ONSTITUTE	60356954	0	0	0	58595938	0	1761016	0	0	0	0	0	26128568
CONNECTED	60325280	53595524	53595524	54290074	0	1611678	2163015	0	2260513	0	0	0	59292419
PROXIMATE	60307573	1737226	1737226	1966143	0	58341430	0	0	0	0	0	0	13049587
PPOSITION	60056103	0	0	0	52030407	5512466	0	0	2513230	0	0	0	55597139
NTELLECTU	60038517	0	0	0	60038517	0	0	0	0	0	0	0	0
ASUREMENT	59925944	0	0	0	0	59925944	0	0	0	0	0	0	32572384
MEASUREME	59925944	0	0	59925944	0	0	0	0	0	0	0	0	0
EASUREMEN	59925944	0	0	0	59925944	0	0	0	0	0	0	0	0
APPOINTED	59849646	49781170	49781170	49781170	0	277176	9791300	0	0	0	0	0	59849646
MPROVEMEN	59819445	0	0	0	59819445	0	0	0	0	0	0	0	0
PROVEMENT	59819445	0	0	0	0	59819445	0	0	0	0	0	0	40966150
IMPROVEME	59819445	0	0	59819445	0	0	0	0	0	0	0	0	0
TELLECTUA	59765361	0	0	0	0	59765361	0	0	0	0	0	0	0
ELLECTUAL	59765361	0	0	0	0	0	59765361	0	0	0	0	0	47375244
STIGATION	59396025	0	0	0	0	1402777	0	57993248	0	0	0	0	41239655
IDENTIFIE	59276639	0	0	57204921	0	2071718	0	0	0	0	0	0	0
OCCUPATIO	59230386	0	0	53543529	0	134894	5551963	0	0	0	0	0	0
CCUPATION	59230386	0	0	0	53543529	0	134894	5551963	0	0	0	0	31772650
STANDARDS	58856766	58856766	58856766	58856766	0	0	0	0	0	0	0	0	58856766
TIONSHIPS	58804081	0	0	0	0	0	0	57294609	0	0	0	0	58804081
FREQUENCY	58622743	57939798	57939798	57939798	0	217507	0	141449	323989	0	0	0	58622743
PLANATION	58605802	0	0	0	0	58605802	0	0	0	0	0	0	45534202
XPLANATIO	58605802	0	0	0	58605802	0	0	0	0	0	0	0	0
EXPLANATI	58605802	0	0	58605802	0	0	0	0	0	0	0	0	0
UBSTANTIA	58521533	0	0	0	56706189	0	1112483	119617	583244	0	0	0	701868
REPARATIO	58518406	0	0	3432442	55085964	0	0	0	0	0	0	0	0
ILIZATION	58238833	0	0	0	0	10875483	34006132	10633626	2255020	330034	138538	0	54814792
ONSERVATI	58139848	0	0	0	57834714	0	0	305134	0	0	0	0	0
ESTIGATIO	57993248	0	0	0	0	0	57993248	0	0	0	0	0	0
NIZATIONS	57993005	0	0	0	0	0	0	57394903	101573	496529	0	0	57993005
CCOMPLISH	57930959	0	0	0	57930959	0	0	0	0	0	0	0	14299867
ACCOMPLIS	57930959	0	0	57930959	0	0	0	0	0	0	0	0	0
EFERENCES	57896648	0	0	0	46192280	11704368	0	0	0	0	0	0	57896648
ONSISTENT	57833270	0	0	0	47981308	0	9851962	0	0	0	0	0	44361266
PERSPECTI	57830751	0	0	57830751	0	0	0	0	0	0	0	0	0
ERSPECTIV	57830751	0	0	0	57830751	0	0	0	0	0	0	0	0
IFFICULTY	57686471	0	0	0	57686471	0	0	0	0	0	0	0	57686471
INTENTION	57580818	31446662	31446662	55472911	0	2107907	0	0	0	0	0	0	31446662
RSPECTIVE	57531357	0	0	0	0	57531357	0	0	0	0	0	0	42473422
SETTLEMEN	57500930	0	0	55808737	0	1692193	0	0	0	0	0	0	0
ETTLEMENT	57500930	0	0	0	55808737	0	1692193	0	0	0	0	0	43834095
HOTOGRAPH	57291509	0	0	0	57291509	0	0	0	0	0	0	0	15302859
PHOTOGRAP	57291509	0	0	57291509	0	0	0	0	0	0	0	0	0
INDICATED	57135610	54574075	54574075	54574075	1578851	0	0	0	0	982684	0	0	57135610
RONMENTAL	56885185	0	0	0	0	0	0	56885185	0	0	0	0	53172668
IRONMENTA	56885185	0	0	0	0	0	56885185	0	0	0	0	0	0
PERIMENTA	56851767	0	0	0	0	56731702	0	0	120065	0	0	0	0
ROCEEDING	56502510	0	0	0	56502510	0	0	0	0	0	0	0	16463826
PROCEEDIN	56502510	0	0	56502510	0	0	0	0	0	0	0	0	0
INTERESTE	56461178	0	0	51866976	0	757936	3836266	0	0	0	0	0	0
NTERESTED	56461178	0	0	0	51866976	0	757936	3836266	0	0	0	0	55679117
ESPONDING	56334254	0	0	0	8500736	0	0	47833518	0	0	0	0	52918951
ONTRIBUTE	56290989	0	0	0	56290989	0	0	0	0	0	0	0	25103859
ECHNIQUES	56278415	0	0	0	56278415	0	0	0	0	0	0	0	56278415
CONTEMPOR	56267586	0	0	56267586	0	0	0	0	0	0	0	0	0
ONTEMPORA	56267586	0	0	0	56267586	0	0	0	0	0	0	0	0
RESPONDIN	56096727	0	0	8263209	0	0	47833518	0	0	0	0	0	0
CKNOWLEDG	56084456	0	0	0	55481415	0	603041	0	0	0	0	0	173595
ACKNOWLED	56084456	0	0	55481415	0	603041	0	0	0	0	0	0	0
TRUCTURES	56077537	0	0	0	54296986	0	0	219912	128107	1325036	107496	0	56077537
EVALUATIO	55980700	0	0	52320322	3172418	487960	0	0	0	0	0	0	0
ATTRIBUTE	55939603	14897247	14897247	55939603	0	0	0	0	0	0	0	0	14897247
FFERENTIA	55923183	0	0	0	0	54210952	0	1712231	0	0	0	0	289691
IFFERENTI	55923183	0	0	0	54210952	0	1712231	0	0	0	0	0	0
RESPONDEN	55818002	0	0	20828830	0	0	34989172	0	0	0	0	0	0
EXPLAINED	55801078	53735335	53735335	53735335	0	2065743	0	0	0	0	0	0	55801078
ENTERPRIS	55787081	0	0	55787081	0	0	0	0	0	0	0	0	0
SEQUENCES	55763378	12273087	12273087	12273087	0	0	43490291	0	0	0	0	0	55763378
DISCOVERE	55754208	0	0	53879980	0	1874228	0	0	0	0	0	0	0
EASONABLE	55731809	0	0	0	47596870	707585	7427354	0	0	0	0	0	53513463
ERTHELESS	55671556	0	0	0	0	0	55671556	0	0	0	0	0	55671556
NEVERTHEL	55671556	0	0	55671556	0	0	0	0	0	0	0	0	0
VERTHELES	55671556	0	0	0	0	55671556	0	0	0	0	0	0	0
EVERTHELE	55671556	0	0	0	55671556	0	0	0	0	0	0	0	0
PRODUCTIV	55570144	0	0	43762788	0	10592441	318208	0	0	0	896707	0	0
DECISIONS	55547439	55547439	55547439	55547439	0	0	0	0	0	0	0	0	55547439
PREPARATI	55536668	0	0	55536668	0	0	0	0	0	0	0	0	0
SELECTION	55507222	50343021	50343021	55507222	0	0	0	0	0	0	0	0	50343021
CCASIONAL	55257803	0	0	0	55257803	0	0	0	0	0	0	0	18988804
OCCASIONA	55257803	0	0	55257803	0	0	0	0	0	0	0	0	0
NEWSPAPER	55242563	30697614	30697614	55242563	0	0	0	0	0	0	0	0	30697614
RICULTURA	55201650	0	0	0	0	54722132	0	0	479518	0	0	0	249444
PERFORMED	55122213	54898930	54898930	54898930	0	0	223283	0	0	0	0	0	55122213
EOLOGICAL	54966504	0	0	0	10501416	33432264	1161869	958375	8785016	127564	0	0	52254006
DISCIPLIN	54881219	0	0	49290350	0	1118956	0	100815	4371098	0	0	0	0
EXECUTIVE	54747605	46201381	46201381	54747605	0	0	0	0	0	0	0	0	46201381
RESOLUTIO	54601014	0	0	54309398	0	291616	0	0	0	0	0	0	0
ESOLUTION	54601014	0	0	0	54309398	0	291616	0	0	0	0	0	45065886
MPLICATIO	54575999	0	0	0	37492343	17083656	0	0	0	0	0	0	0
APPROACHE	54434182	0	0	54434182	0	0	0	0	0	0	0	0	0
APPARENTL	54311901	0	0	54311901	0	0	0	0	0	0	0	0	0
PPARENTLY	54311901	0	0	0	54311901	0	0	0	0	0	0	0	54311901
COMPREHEN	54207171	0	0	50605133	0	3602038	0	0	0	0	0	0	0
CONTROLLE	54198459	0	0	51229898	0	2792609	0	0	175952	0	0	0	0
DEMOCRATI	54138542	0	0	53159211	0	667342	102775	209214	0	0	0	0	0
SSESSMENT	54062065	0	0	0	53137790	0	924275	0	0	0	0	0	46858909
ASSESSMEN	54062065	0	0	53137790	0	924275	0	0	0	0	0	0	0
ISCOVERED	54000569	0	0	0	52126341	0	1874228	0	0	0	0	0	54000569
PERSONALI	53789838	0	0	52882645	0	907193	0	0	0	0	0	0	0
DEVELOPIN	53771963	0	0	53771963	0	0	0	0	0	0	0	0	0
EVELOPING	53771963	0	0	0	53771963	0	0	0	0	0	0	0	53771963
SSUMPTION	53715052	0	0	0	53715052	0	0	0	0	0	0	0	32429347
ASSUMPTIO	53715052	0	0	53715052	0	0	0	0	0	0	0	0	0
OSSESSION	53674460	0	0	0	52653303	0	208183	812974	0	0	0	0	43344385
POSSESSIO	53674460	0	0	52653303	0	208183	812974	0	0	0	0	0	0
PERMANENT	53625062	43136824	43136824	53169278	0	328921	0	126863	0	0	0	0	43592608
SECONDARY	53582696	52928063	52928063	52928063	0	0	0	654633	0	0	0	0	53582696
SPECIFICA	53442045	0	0	53442045	0	0	0	0	0	0	0	0	0
NTEMPORAR	53380272	0	0	0	0	53380272	0	0	0	0	0	0	0
ISTINCTIO	53349610	0	0	0	52524435	0	0	0	0	0	825175	0	0
STINCTION	53349610	0	0	0	0	52524435	0	0	0	0	0	825175	43296113
ECOGNIZED	53338320	0	0	0	52054489	0	1283831	0	0	0	0	0	53338320
BACKGROUN	53284173	0	0	53284173	0	0	0	0	0	0	0	0	0
ACKGROUND	53284173	0	0	0	53284173	0	0	0	0	0	0	0	47910118
NTERPRISE	53268008	0	0	0	53268008	0	0	0	0	0	0	0	33088090
NVERSATIO	53254813	0	0	0	0	53254813	0	0	0	0	0	0	0
CONVERSAT	53254813	0	0	53254813	0	0	0	0	0	0	0	0	0
VERSATION	53254813	0	0	0	0	0	53254813	0	0	0	0	0	40544060
ONVERSATI	53254813	0	0	0	53254813	0	0	0	0	0	0	0	0
BSTANTIAL	53117952	0	0	0	0	52220175	0	778160	119617	0	0	0	37143318
CONTAININ	53034057	0	0	53034057	0	0	0	0	0	0	0	0	0
ONTAINING	53034057	0	0	0	53034057	0	0	0	0	0	0	0	53034057
REDUCTION	52977602	45984072	45984072	52977602	0	0	0	0	0	0	0	0	45984072
AUSTRALIA	52967509	31712794	31712794	52967509	0	0	0	0	0	0	0	0	31712794
AMERICANS	52963504	52859483	52859483	52859483	0	0	0	0	0	0	104021	0	52963504
INSURANCE	52878262	51755974	51755974	52016523	0	861739	0	0	0	0	0	0	52617713
COOPERATI	52800493	0	0	52049478	0	483437	267578	0	0	0	0	0	0
CALCULATE	52586884	14715444	14715444	51865965	0	445852	275067	0	0	0	0	0	14885262
EXTENSIVE	52549415	41577297	41577297	52166976	0	382439	0	0	0	0	0	0	41959736
ETERMINAT	52179488	0	0	0	48981228	0	2666554	119220	412486	0	0	0	0
IMITATION	51943754	10328563	10328563	11959642	39076901	0	907211	0	0	0	0	0	25162630
ONSEQUENT	51863861	0	0	0	50865376	0	998485	0	0	0	0	0	8935340
ERIMENTAL	51844566	0	0	0	0	0	51724501	0	0	120065	0	0	46576765
ABILITIES	51738587	14507125	14507125	14507125	0	9000558	19631295	7373608	294089	931912	0	0	51738587
OURSELVES	51624635	46441342	46441342	46441342	5183293	0	0	0	0	0	0	0	51624635
AFTERWARD	51555741	11351834	11351834	51555741	0	0	0	0	0	0	0	0	11351834
CIOUSNESS	51539554	0	0	0	0	302955	827005	48359701	302325	1329782	106124	311662	51286625
OPPOSITIO	51377729	0	0	51377729	0	0	0	0	0	0	0	0	0
EMOCRATIC	51030509	0	0	0	50051178	0	667342	102775	209214	0	0	0	49906550
CONTINUOU	50767870	0	0	48687883	0	0	2079987	0	0	0	0	0	0
ONTINUOUS	50767870	0	0	0	48687883	0	0	2079987	0	0	0	0	39816849
COGNITION	50609491	6658976	6658976	7597837	0	42409951	130945	212668	258090	0	0	0	49390526
CAMBRIDGE	50507524	50069839	50069839	50507524	0	0	0	0	0	0	0	0	50069839
REVIOUSLY	50453707	0	0	0	50453707	0	0	0	0	0	0	0	50453707
PREVIOUSL	50453707	0	0	50453707	0	0	0	0	0	0	0	0	0
CAREFULLY	50418784	50418784	50418784	50418784	0	0	0	0	0	0	0	0	50418784
SSISTANCE	50331087	0	0	0	50331087	0	0	0	0	0	0	0	50331087
ASSISTANC	50331087	0	0	50331087	0	0	0	0	0	0	0	0	0
ORGANIZED	50304554	45586545	45586545	45586545	0	3182257	1535752	0	0	0	0	0	50304554
HOUSEHOLD	50285510	34254146	34254146	50285510	0	0	0	0	0	0	0	0	34254146
ERSONALIT	50263443	0	0	0	49861317	0	402126	0	0	0	0	0	0
EMPLOYEES	50221274	50221274	50221274	50221274	0	0	0	0	0	0	0	0	50221274
ERVATIONS	50180018	0	0	0	0	0	50180018	0	0	0	0	0	50180018
SCIOUSNES	50107269	0	0	0	0	0	48359701	0	1329782	106124	311662	0	0
NSCIOUSNE	50107269	0	0	0	0	48359701	0	1329782	106124	311662	0	0	0
ONSCIOUSN	50107269	0	0	0	48359701	0	1329782	106124	311662	0	0	0	0
STABLISHM	50066251	0	0	0	49258113	0	442770	365368	0	0	0	0	0
TABLISHME	50066251	0	0	0	0	49258113	0	442770	365368	0	0	0	0
BLISHMENT	50066251	0	0	0	0	0	0	49258113	0	442770	365368	0	42452510
ABLISHMEN	50066251	0	0	0	0	0	49258113	0	442770	365368	0	0	0
NECESSARI	50055537	0	0	47618992	0	2436545	0	0	0	0	0	0	0
PROGRAMME	49893142	27696463	27696463	49736934	0	0	156208	0	0	0	0	0	27696463
USTRATION	49719833	0	0	0	0	10590710	39129123	0	0	0	0	0	28807594
SUPPORTED	49555333	48200932	48200932	48200932	0	1354401	0	0	0	0	0	0	49555333
CONTAINED	49456895	49233292	49233292	49233292	0	0	0	223603	0	0	0	0	49456895
TINGUISHE	49421952	0	0	0	0	4403532	44477112	0	541308	0	0	0	0
SUBSTITUT	49415547	0	0	49415547	0	0	0	0	0	0	0	0	0
DENTIFIED	48995983	0	0	0	46924265	0	2071718	0	0	0	0	0	48995983
INCREASES	48903583	48903583	48903583	48903583	0	0	0	0	0	0	0	0	48903583
YCHOLOGIC	48844316	0	0	0	0	47622572	0	0	0	0	1221744	0	794586
OPERATIVE	48733776	14286538	14286538	17460768	0	21272735	2712987	6228943	1058343	0	0	0	39902510
FICATIONS	48583905	0	0	0	0	0	0	14293703	27780070	5938424	347229	224479	48583905
ARACTERIZ	48566321	0	0	0	0	48566321	0	0	0	0	0	0	0
IMPRESSIO	48483519	0	0	48483519	0	0	0	0	0	0	0	0	0
FFICIENCY	48330237	0	0	0	38620656	3756310	2363523	3378541	0	211207	0	0	48330237
OPERATING	48329985	46294653	46294653	46294653	0	1915166	120166	0	0	0	0	0	48329985
LLUSTRATI	48184901	0	0	0	48184901	0	0	0	0	0	0	0	193507
TELLIGENC	48122271	0	0	0	0	47829754	0	0	0	0	0	0	0
ELLIGENCE	48122271	0	0	0	0	0	47829754	0	0	0	0	0	46665779
